baseMean log2FoldChange lfcSE stat pvalue padj
Phel_contig_10295 261.125131897763 1.58161258235941 0.557514996980462 2.83689692820019 0.0045554315438897 0.0304782132715394
Phel_contig_10304 15.5827983263333 2.68252993959561 0.765004405990922 3.50655488855765 0.000453947801711032 0.00517155847230751
Phel_contig_1031 13970.3368078666 -2.45462675605018 0.558285159556455 -4.39672578436498 1.09896037897611e-05 0.000238315789399613
Phel_contig_10315 13.6694576511194 -2.91667482979049 0.882786227774758 -3.30394237928084 0.000953354247684394 0.00919899385322992
Phel_contig_10324 18.7513561155019 3.27899271117847 0.858926114494895 3.81754921156022 0.000134783908237087 0.0019234596402762
Phel_contig_10335 45.8975386306614 4.07207057496035 0.898807383732657 4.53052639381916 5.88369032727865e-06 0.000139930498917777
Phel_contig_10336 100.327822261364 1.91511508492782 0.569882051566932 3.36054641423093 0.00077788459318266 0.00780897970495927
Phel_contig_10341 14.6733810155462 -4.92168542040595 1.10907211834475 -4.43766040007516 9.09419491534333e-06 0.000202859374384143
Phel_contig_10344 129.739542685059 1.64792325384755 0.546533810898896 3.01522654405805 0.00256787376813781 0.0197785517073522
Phel_contig_10349 300.242499795969 -2.72701781866008 0.451858811923978 -6.03511040771489 1.58854038428079e-09 1.01874838363861e-07
Phel_contig_10373 22.2498136864634 4.48152502522423 1.04599440431732 4.28446367086365 1.83180536243083e-05 0.000368727519605097
Phel_contig_10383 45.0973328339636 3.72170596660295 0.986247534431238 3.77360230233603 0.000160907193183889 0.00222823094708565
Phel_contig_1039 1040.99115177378 2.6191274583222 0.6482133419436 4.0405330912644 5.33298391901454e-05 0.000889597556173895
Phel_contig_10393 14.2790044447437 -2.69107483567642 0.876758693079339 -3.06934491430574 0.00214528755825597 0.0172698521959106
Phel_contig_10397 17.2900911458318 2.8533810778681 0.884911523167461 3.2244817737876 0.00126200889671151 0.0114572106786045
Phel_contig_10408 152.736727646269 -1.76096419104707 0.522343732546419 -3.37127466326127 0.000748212204399274 0.00759953825182942
Phel_contig_10414 82.0657342359111 1.71621622724216 0.586254475460525 2.92742537426943 0.00341781071197518 0.0243754079478148
Phel_contig_1044 414.102744273112 -2.00569827938593 0.509297343271217 -3.93816756730621 8.21062488985469e-05 0.0012757108623068
Phel_contig_10449 11.0247893379153 -4.35370085526654 1.17950342582885 -3.69113031800408 0.000223259707894737 0.00289357236941823
Phel_contig_1045 171.858194996527 1.23755072574703 0.413854485184203 2.99030400793218 0.00278699917343 0.0209597882063282
Phel_contig_10459 103.220238329598 1.44139264939039 0.459291216920937 3.13829787352218 0.00169932090170538 0.014471747031325
Phel_contig_10460 374.970918625881 -2.44936403796251 0.730717480771097 -3.35199868953154 0.000802303985502754 0.00800784925420067
Phel_contig_1047 32.1218156261307 1.62304336533977 0.568661308167979 2.8541477009727 0.00431524635589986 0.0292150650454952
Phel_contig_10487 8.96122056901388 -3.14361060969634 1.17771931505469 -2.66923584381423 0.00760240471798137 0.0450977392111501
Phel_contig_1049 324.790716950806 1.70416711068478 0.642495212265921 2.65241993737916 0.00799170784185645 0.0467869675628863
Phel_contig_105 119538.811577382 2.06764017595095 0.769998404439148 2.68525254601921 0.00724750201490439 0.0435520720326583
Phel_contig_10506 53.5107914956017 1.68603706510398 0.532693647342611 3.16511577247997 0.00155021255680152 0.0134251253635225
Phel_contig_10517 243.345767195311 -1.32288379461472 0.467974108164628 -2.82683116765371 0.00470111063353716 0.0312837273573091
Phel_contig_10524 94.8660887262169 -2.14246872349883 0.804242911386948 -2.66395723625845 0.00772273794781788 0.0456057812274984
Phel_contig_10536 79.4089185285588 -1.54233485150741 0.524972580350113 -2.93793411168028 0.00330407235374159 0.0237610810122921
Phel_contig_10537 17.0190450379294 6.22705757161956 1.12451875139059 5.53753111179259 3.06765213582238e-08 1.45006882420278e-06
Phel_contig_10538 60.1206703375525 2.0664473232436 0.75561441164982 2.7347907760675 0.00624199372252134 0.0388194653050053
Phel_contig_1054 1097.75396254485 -1.56139856794558 0.366874055484672 -4.2559525390337 2.08160864374932e-05 0.00040998724551748
Phel_contig_1056 4973.5702678917 1.43126649409969 0.458921558036188 3.11876064446471 0.00181613430843386 0.0152504531648328
Phel_contig_10569 35.8259159966245 2.09691382209621 0.704773417401362 2.97530209046185 0.00292700149258525 0.0217406343208089
Phel_contig_10574 34.071730228191 1.87270199385827 0.652629594159785 2.86947145918083 0.00411158437092501 0.0282545498995124
Phel_contig_1058 106.376019748001 1.94472231553681 0.738056290679792 2.63492411093144 0.00841560962622061 0.0486131845575917
Phel_contig_10582 346.849493529622 -1.22339185754012 0.377937747230234 -3.23701949992005 0.00120785157959977 0.0110803131168256
Phel_contig_10583 63.3483465521306 -1.49021159806106 0.52943034727653 -2.81474533095229 0.00488159015895948 0.0322298333313599
Phel_contig_10590 46.2112269851129 4.29808657956708 0.80672903207725 5.32779459851583 9.94124541741446e-08 3.98312566391073e-06
Phel_contig_10593 59.4198992003386 1.98564593987481 0.755298936305937 2.6289537088273 0.00856480188417767 0.0492645905479019
Phel_contig_106 1599.03844900811 3.51035353264048 0.657947349347376 5.33531069943883 9.53810915304442e-08 3.82889553500552e-06
Phel_contig_1060 465.970486301233 5.11025366365564 0.674491861313046 7.57644970497853 3.55139288356229e-14 5.4528138179367e-12
Phel_contig_10601 167.850961714121 -1.08707707108036 0.392703273427405 -2.7681894820806 0.00563686725427969 0.0359307816239493
Phel_contig_10606 127.784633116626 1.50980775747455 0.458968027207854 3.28957066281832 0.00100340358249352 0.00959390652625054
Phel_contig_10610 44.8911563687366 2.33585256455619 0.653423278360255 3.57479239248706 0.000350505910234757 0.00418676423724481
Phel_contig_10616 88.9697119771306 3.04622403543571 0.656284826130505 4.64161887361686 3.45690051131956e-06 8.85574819616638e-05
Phel_contig_1062 254.508532063487 -2.70632483686531 0.555810280423886 -4.86915217689271 1.12078073503785e-06 3.36794610878874e-05
Phel_contig_10621 40.5762420260585 2.93209696803811 0.573556115748596 5.11213617557053 3.18536065175759e-07 1.11487622811516e-05
Phel_contig_10629 165.415753729393 -1.32290379134725 0.448778923225928 -2.94778502929217 0.00320059546574145 0.0232073511278426
Phel_contig_10633 118.030579397223 -1.56720949526356 0.460842203175252 -3.40075080898694 0.000672010568773632 0.00701525673158975
Phel_contig_1064 2112.7513280641 1.12892663645823 0.376867814569146 2.99555067537109 0.00273949777653916 0.0206542421969538
Phel_contig_10645 891.612393675754 -2.33179514438088 0.499241342981498 -4.67067717279835 3.00208423105334e-06 7.95325463478678e-05
Phel_contig_1065 7243.0139187524 -3.82374524867489 0.493552108262526 -7.74739928097115 9.37936748117395e-15 1.54136714817573e-12
Phel_contig_10654 190.567209356708 -2.39832354658613 0.514572301436577 -4.66080964694468 3.14967920050506e-06 8.25074744490959e-05
Phel_contig_1066 5803.29189211511 6.74018898701032 0.756308159034909 8.91196122439189 5.01376706218881e-19 1.62253215620218e-16
Phel_contig_1067 53.2497967453723 2.60169115390834 0.724130517657053 3.59284837535392 0.000327082929480605 0.0039586820607736
Phel_contig_10674 63.7552109406205 2.86823022841256 0.63189653890974 4.53908203605821 5.64996532565117e-06 0.000135515416904302
Phel_contig_10682 45.5216569989816 2.24875071385324 0.764086707482222 2.94305697485984 0.00324988601818275 0.0234676801896581
Phel_contig_10685 16.0595203993874 4.91282736414797 1.20517875983208 4.0764304250039 4.57323307501212e-05 0.000793712522548515
Phel_contig_10686 16.7707130877449 6.39834643233705 1.09294689425057 5.85421530176393 4.79267427548007e-09 2.70278561353145e-07
Phel_contig_10688 45.4537439488362 2.0818374071246 0.605653585582516 3.43734018369972 0.000587457281085123 0.00634025854675504
Phel_contig_107 6706.18453352757 2.55281750623282 0.662855846462645 3.85124083894866 0.000117520853556493 0.00172508803528321
Phel_contig_1070 2881.13462291741 1.59678944341616 0.540788877326415 2.95270393006317 0.00315003926855574 0.0229263384399326
Phel_contig_10702 226.353587704524 -1.5100609741435 0.41879747475356 -3.6057069709699 0.000311304261379787 0.0038137944892975
Phel_contig_1071 695.347766059001 2.02095822604843 0.533060003856661 3.79123965674953 0.000149897223225161 0.00210205872702751
Phel_contig_10714 916.526155809877 -1.33576415409182 0.461753660928273 -2.89280685161544 0.00381816016925328 0.0266296416313802
Phel_contig_10716 64.4278405765586 -1.24141589421278 0.468563764807735 -2.64940652148415 0.00806332753041301 0.0471668783654721
Phel_contig_10721 36.8567879070782 -1.47746846878071 0.553076162041825 -2.67136530225104 0.00755433847114332 0.0448758852698389
Phel_contig_1073 1827.02117044017 1.32477411872789 0.446998423499014 2.96371094188167 0.00303953656975745 0.0223946240787558
Phel_contig_1074 1939.31251326687 1.49652075053037 0.5119522266654 2.9231648434815 0.00346493024626782 0.0246149300000823
Phel_contig_10750 36.9201615579275 -1.57703099977545 0.591207702213277 -2.66747370487832 0.00764238692349342 0.0452710810858023
Phel_contig_10758 41.2682163926206 2.16645328619743 0.543518332129645 3.98598015582788 6.72021286126067e-05 0.0010801362222762
Phel_contig_10762 105.953825372461 -2.57517301700428 0.48777398386075 -5.27943904802321 1.29579974251014e-07 4.99215157210637e-06
Phel_contig_10765 25.6424823040005 5.15373903175095 0.852566460999774 6.04497041287238 1.49437422970762e-09 9.67204982212302e-08
Phel_contig_10766 335.461029932494 -1.29668543282081 0.47193803929721 -2.74757558164157 0.00600376694165021 0.0376373847844745
Phel_contig_1077 1569.37291291252 1.61453973034849 0.371339900021109 4.34787570701859 1.37462464060426e-05 0.000290022360231802
Phel_contig_10772 47.0625115089741 4.80250307442263 0.982698768524251 4.88705514675133 1.02355430750303e-06 3.11584151350598e-05
Phel_contig_10776 62.524563634297 2.36756475390038 0.583588011593612 4.05691122309938 4.97259722452392e-05 0.000846266849659067
Phel_contig_10782 88.7477967971301 4.75769669201684 0.743744406255992 6.39695122678915 1.58509930132738e-10 1.29234743424114e-08
Phel_contig_10785 119.285482424129 -2.03295567339272 0.492775086903716 -4.12552445815902 3.69890868214522e-05 0.000665582071248287
Phel_contig_10786 133.909853891389 1.11569768308114 0.421414547117377 2.64750633482613 0.00810878404873045 0.0473896048198631
Phel_contig_10788 73.8854852578313 -1.84836398043563 0.576164825114425 -3.20804724597435 0.00133639542548092 0.0119628158180833
Phel_contig_1079 313.99276914143 5.15202649669742 0.755357032793444 6.82065072942303 9.0629040965252e-12 9.16529748415421e-10
Phel_contig_10792 27.8969821764613 -2.00316724090289 0.665979894556099 -3.00784942199806 0.00263103466002205 0.0201103975558008
Phel_contig_10796 240.169825407565 -2.34947061634405 0.443223775426259 -5.30086774809071 1.15253558116048e-07 4.51016030156725e-06
Phel_contig_1080 2779.57132427912 2.2786148638349 0.467694360420306 4.87201697661517 1.1046467429079e-06 3.32421233720567e-05
Phel_contig_10803 112.576042121874 -1.4458262064558 0.51656354047366 -2.79893196707235 0.0051271938902203 0.0333489559309784
Phel_contig_10805 47.4213995345772 -1.77531586959848 0.569964227805844 -3.11478472330238 0.00184079203111598 0.0153899286067268
Phel_contig_10808 32.7263830913813 5.56656576824627 0.961891957204528 5.78710085530182 7.16115867171297e-09 3.933028006775e-07
Phel_contig_1082 920.735331816784 2.88182877842147 0.458470248805783 6.28574871745335 3.26277335070224e-10 2.51400869714365e-08
Phel_contig_1085 147.600577038415 1.66049900478555 0.468531191800431 3.54405220793248 0.000394027211991433 0.00461490111594643
Phel_contig_10858 55.7430613203319 -1.65137398977065 0.543957957892642 -3.03584857213647 0.00239859794526971 0.0188192867507454
Phel_contig_10867 14.7538774901618 -2.49028232778939 0.799304189403436 -3.11556271167304 0.00183594305875513 0.0153738305099181
Phel_contig_10868 45.0669461614718 2.15235058241623 0.711701339281817 3.02423286794455 0.00249264493315188 0.0193051495467046
Phel_contig_10869 33.3472924824683 1.7122586202831 0.61503647145054 2.78399525843533 0.00536938190992545 0.034613836492578
Phel_contig_10883 27.6761343409091 3.086414154172 0.752461014051288 4.10175955502943 4.10020227350433e-05 0.00072416250901061
Phel_contig_10888 90.5320626265282 -2.91301578516676 0.526756005587991 -5.53010455365403 3.20039980160972e-08 1.49600910726357e-06
Phel_contig_10890 75.9659526542819 -1.64611098063678 0.501563339982092 -3.28196032169248 0.00103088110009377 0.00980315729677779
Phel_contig_10899 45.1113873377249 1.72053101386856 0.579558560473395 2.96869226202645 0.00299069943593303 0.0220889615993158
Phel_contig_10905 15.6138397898107 5.59583310241731 1.20243545191573 4.65374926654231 3.25953132533312e-06 8.50488168898739e-05
Phel_contig_10908 525.729328718488 -1.37955522283855 0.411652407781737 -3.35126236786159 0.000804440471352326 0.00802342594352592
Phel_contig_1091 3641.76852072455 1.72695034935077 0.466881696522204 3.69890351713252 0.000216532887503195 0.00282203797312869
Phel_contig_10911 23.5100114323462 5.29223362497329 0.763948248109058 6.92747661647599 4.28413326913928e-12 4.57445397544897e-10
Phel_contig_10913 23.294622199669 3.45633494565997 1.0617718050523 3.25525214477673 0.00113291734945502 0.010548757974846
Phel_contig_10932 115.295389407029 1.98871980595422 0.430956163159095 4.61466844185739 3.9372334756699e-06 9.95772535190125e-05
Phel_contig_10939 55.2698313771182 4.38703668762644 0.599743527325618 7.31485457990544 2.57660270127335e-13 3.4742844757234e-11
Phel_contig_10940 598.87648924168 -1.89431262617274 0.440300769005808 -4.30231505261748 1.69022742156552e-05 0.000345519279034312
Phel_contig_10957 8.9464503775151 4.6106268407127 1.06101274691278 4.34549618195278 1.38961189150034e-05 0.000292597458835932
Phel_contig_10959 24.7382964821998 -2.20383444421576 0.723463556023168 -3.04622731285884 0.00231732569660355 0.0182976524129338
Phel_contig_1097 926.033875092049 5.40025341249805 0.72047825263079 7.49537323684552 6.61099696537523e-14 9.59050490804607e-12
Phel_contig_10971 38.5028114619942 2.13454513589254 0.68130155296376 3.13304017377761 0.00173005760866539 0.0146563680218592
Phel_contig_1098 523.879592685593 1.7349103790171 0.424761313209845 4.08443595276296 4.41840107299392e-05 0.000772577444475704
Phel_contig_10981 61.8162945215792 3.27178633938909 0.721737617387822 4.53320744348984 5.80947100244874e-06 0.000138708538633949
Phel_contig_10995 35.1563426660314 3.30725109383229 0.856877998830662 3.85965224728086 0.000113548496267775 0.00167875717014052
Phel_contig_11 5709.2920370349 2.92694271811147 0.5275633401327 5.54804038767221 2.88889152942055e-08 1.37483785794935e-06
Phel_contig_11006 56.1573739943957 3.6359458306986 0.631209136694902 5.76028707337304 8.39709974478393e-09 4.54069391083624e-07
Phel_contig_11010 16.4234433848804 2.4523365028885 0.881095059493618 2.78328254876143 0.00538119206977696 0.0346581063036615
Phel_contig_11013 76.8555887374551 1.76042530565492 0.525904171933674 3.34742601334021 0.000815657572602969 0.00810934108228706
Phel_contig_11036 78.1717153597405 1.63737542343246 0.550267439710386 2.97559932729118 0.00292416637208153 0.0217349256666908
Phel_contig_11038 47.2369577422424 6.83023841385051 0.966765498957106 7.06504154442686 1.60567948194248e-12 1.82809150745974e-10
Phel_contig_11050 65.1951710412593 -1.59618281170261 0.566404957408535 -2.8180947056071 0.0048309558208357 0.0319456635307384
Phel_contig_11063 30.3874024535714 2.02613649686826 0.630715675576438 3.212440367867 0.00131612467728796 0.0118108714107304
Phel_contig_11069 13.6369008627415 2.64505692827413 0.849750509389572 3.11274532824256 0.00185355888586821 0.0154659306482499
Phel_contig_1107 47.0583235251207 -2.15870827670031 0.670219929439129 -3.22089538355987 0.00127790786640308 0.0115616309547479
Phel_contig_11070 17.7124973358606 -3.25189430231692 1.12476260813729 -2.89118279607674 0.00383794813861183 0.0267496307511381
Phel_contig_11100 215.447159780172 -1.2309391149141 0.459000652969179 -2.68178074900638 0.00732314377955093 0.0438367471265947
Phel_contig_11101 104.935641941707 1.44200093632884 0.522228424832011 2.7612455924679 0.00575813584260183 0.0365486986871242
Phel_contig_11115 387.931936544825 -1.93372352103903 0.426012324909235 -4.53912576696232 5.64879382345512e-06 0.000135515416904302
Phel_contig_1112 1661.2296986186 4.21185735831095 0.543324470544309 7.75201115843626 9.04484405266445e-15 1.49809680825037e-12
Phel_contig_11123 6.99201170328973 3.53639217186918 1.1417768467521 3.09727087383914 0.00195311316826913 0.0160734489415263
Phel_contig_11134 78.6597897768608 -1.35127705493571 0.466350110832968 -2.89755920186689 0.00376078751521007 0.0262905169100844
Phel_contig_11143 135.013990591602 3.2883150906481 0.461935423512265 7.11856013476047 1.09060352581455e-12 1.2888115261522e-10
Phel_contig_11146 89.096538595909 -1.33283428298242 0.501451591434691 -2.65795204511981 0.00786170787355948 0.046167232026891
Phel_contig_11151 36.6714340431831 1.88360640281282 0.547559535520669 3.44000292319213 0.000581707903659786 0.00630408333512808
Phel_contig_11159 450.905680452617 -2.01946979298411 0.426071127805921 -4.73974804015351 2.13984140379681e-06 5.9696772252281e-05
Phel_contig_1116 117.994167225852 1.25046707276429 0.444564818622067 2.81278909257849 0.004911385305143 0.0323560299083394
Phel_contig_11165 150.14134002179 -1.47589746644159 0.456870097761907 -3.2304531937451 0.00123594139259977 0.01129857765899
Phel_contig_1117 3191.25578706771 1.62790961143802 0.345800056617869 4.70766149479543 2.5057474939317e-06 6.86307272589235e-05
Phel_contig_11178 87.7195325297723 -1.46401922195426 0.520594592933403 -2.81220596953366 0.00492029852705889 0.0323666673207524
Phel_contig_11181 67.8869040473186 1.97969073428581 0.653126207229707 3.0310998278309 0.00243664672441809 0.0190538527316486
Phel_contig_11189 88.1596604390883 2.49608388620343 0.470025800013346 5.31052526506534 1.09309728890268e-07 4.33018860114274e-06
Phel_contig_11199 13.7748476757941 2.30209249080192 0.819193890951433 2.81019245410658 0.00495118834926638 0.0325259984156209
Phel_contig_11202 77.3564032075764 2.23665062139415 0.743349459074009 3.00888175015335 0.0026221115090651 0.0200713666641864
Phel_contig_11209 15.996779454709 2.84331025973222 1.07669839446416 2.64076762290265 0.00827184333898652 0.0480525337297933
Phel_contig_11217 25.3044749057224 -3.02191249449068 0.769796738284133 -3.92559794579863 8.65145572396433e-05 0.00133223551356947
Phel_contig_11218 185.242947690992 1.58602638734228 0.383338906348371 4.13739999013022 3.51263469746783e-05 0.000635324770947858
Phel_contig_11219 44.9909079004221 -1.63928050280094 0.564875205192552 -2.90202240730702 0.00370762019441006 0.026013939556176
Phel_contig_1122 71.6716171045419 1.4999813952496 0.44129643831413 3.39903354076441 0.000676244227680334 0.00703849447266494
Phel_contig_11228 74.4800231418142 1.25933779908175 0.42984309655331 2.92976160180244 0.00339222143991899 0.0242375604581168
Phel_contig_1123 772.849004118691 2.34312916583625 0.604871018916631 3.87376662554104 0.000107166041339789 0.00159761706561479
Phel_contig_11242 64.746201133038 1.78778755460831 0.517716565913905 3.4532168223213 0.000553943562489066 0.00605902066781447
Phel_contig_11243 106.372401172833 -1.34957488761271 0.486500272579031 -2.77404754669172 0.00553635859919218 0.0354512338307481
Phel_contig_11244 285.561559951336 1.24303782885899 0.42476991922101 2.92637913517654 0.00342932729253631 0.0244280052822558
Phel_contig_11249 102.936363604985 2.80921957705313 0.670108634463425 4.19218531529974 2.7628016539726e-05 0.000516123737045415
Phel_contig_11257 121.756527331841 -1.22678142217781 0.452407357442061 -2.71167433950258 0.00669443269883956 0.0409591017510443
Phel_contig_11259 54.2610806075395 -1.61275250940851 0.567776069814929 -2.84047284686408 0.00450467077178574 0.0302251195165911
Phel_contig_11263 5.00972722594089 -3.32175891884764 1.24605810699848 -2.66581381734206 0.00768022137126676 0.045431230749324
Phel_contig_1127 286.609838239155 -1.1885597396894 0.414652578924127 -2.8663990050979 0.0041517060630229 0.0284651685253216
Phel_contig_11273 177.220550040886 -1.91685475028672 0.458247467385633 -4.18301220784185 2.876719380983e-05 0.000533143543427114
Phel_contig_11274 103.092244598543 1.46775872648071 0.523812876834853 2.80206690478796 0.00507763421569028 0.0331805019344657
Phel_contig_1128 1013.91244182586 3.82323945032867 0.529080790560135 7.22619214029871 4.96724837143601e-13 6.29434153573232e-11
Phel_contig_11288 158.805216657095 -1.80340704365335 0.472207604547174 -3.81909784232031 0.000133940632121153 0.00191402255208455
Phel_contig_11300 240.971564480356 -1.81427247761124 0.61255870130451 -2.9617936595261 0.00305852677368653 0.0224913335869839
Phel_contig_11301 42.7754952102916 2.63059525324689 0.597999059558857 4.39899563585848 1.087530132461e-05 0.000236080457547132
Phel_contig_11334 44.6575925814567 4.63020351255505 0.724047190182575 6.3948919011584 1.60660975142857e-10 1.30482764947104e-08
Phel_contig_11337 8.68669535954118 -3.65830659038102 1.27794493208136 -2.86264806764625 0.00420116913651097 0.0286770112725227
Phel_contig_11341 46.0651237952555 2.07322736722633 0.783336472039455 2.64666262995336 0.00812904070519208 0.0474502374971199
Phel_contig_11344 524.812905645388 -1.56158633660119 0.516902562935334 -3.02104583837505 0.00251903222048267 0.019473665107627
Phel_contig_11348 363.715333784716 -1.66656170355705 0.41092524990002 -4.0556322687947 4.99988688031531e-05 0.000848239219952716
Phel_contig_11353 61.7696820861809 -1.80835240531446 0.584080367152666 -3.09606777938797 0.00196105529374892 0.0161198898413476
Phel_contig_11359 14.6951736586095 3.58764672754734 1.19593459857263 2.99986866491635 0.00270096040698435 0.0204758081879438
Phel_contig_11360 20.0464804780905 2.96367079484145 0.99250356659011 2.98605556151659 0.00282601291934702 0.0211850255732233
Phel_contig_11378 66.8410156888135 -1.45847976348875 0.488514783432574 -2.98553864274212 0.00283079369269057 0.0212133043554493
Phel_contig_11380 14.0984256661898 4.89109631731545 1.04098913250532 4.69850852865694 2.62068247715002e-06 7.10387318387252e-05
